ID,社名（日本語）,社名（英語）,都道府県,地域,カテゴリ,説明（日本語）,説明（英語）,公式URL,従業員数,資本金（万円）,公式サイト確認
hy006,龍力 (本田商店),Honda Shoten (Tatsuriki),兵庫,関西,酒造,姫路の山田錦蔵元,Himeji Yamadanishiki brewer,https://www.taturiki.com/,,,確認済み
hy007,播州刃物 水池長弥,Mizuike Banshu Hamono,兵庫,関西,刃物・金物,小野の播州刃物,Ono Banshu cutlery,,,,確認済み
hy008,播州そろばん 宮本算盤,Miyamoto Banshu Soroban,兵庫,関西,伝統工芸,小野の播州そろばん,Ono Banshu soroban abacus,,,,
hy009,丹波立杭焼 大熊窯,Okuma Tachikui-yaki,兵庫,関西,硝子・陶磁器,丹波立杭焼の窯元,Tamba Tachikui pottery kiln,https://ohkumagama.com/,,,
hy012,明石焼 ふなまち,Funamachi Akashiyaki,兵庫,関西,食品・調味料,明石玉子焼の老舗,Heritage Akashi tamago-yaki,https://funamachi.jp/,,,
hy014,神戸風月堂,Kobe Fugetsudo,兵庫,関西,食品・調味料,神戸ゴーフルの老舗,Heritage Kobe gaufre,https://www.kobe-fugetsudo.co.jp/,,,確認済み
hy015,モロゾフ (神戸),Morozoff,兵庫,関西,食品・調味料,神戸の洋菓子老舗,Heritage Kobe confectionery,https://www.morozoff.co.jp/,,,確認済み
hy017,播州素麺 揖保乃糸,Ibonoito Somen Coop,兵庫,関西,食品・調味料,揖保乃糸そうめんの組合,Ibonoito somen cooperative,https://www.ibonoito.or.jp/,,,確認済み
hy018,赤穂化成株式会社,Akō Salt,兵庫,関西,食品・調味料,赤穂の天日塩,Akō sun-dried salt,,,,
hy019,丹波黒 黒大豆加工,Tamba Black Bean,兵庫,関西,食品・調味料,丹波黒大豆の加工,Tamba black soybean processor,https://www.odagaki.co.jp/,,,
hy020,株式会社ヒライ,Hirai Kobe Beef,兵庫,関西,食品・調味料,神戸牛の加工,Kobe beef processor,,,,
hy021,豊岡鞄 工房COCOMEISTER,Cocomeister Toyooka,兵庫,関西,革製品,豊岡鞄の高級革鞄,Toyooka premium leather bags,https://cocomeister.jp/,,,確認済み
hy023,豊岡鞄協同組合,Toyooka Kaban Coop,兵庫,関西,革製品,豊岡鞄の組合,Toyooka bag cooperative,https://toyooka-kaban.jp/,,,確認済み
hy027,姫路精機工業株式会社,Himeji Precision,兵庫,関西,電子部品,姫路の精密金属加工,Himeji precision metalwork,,,,
hy029,播州織 産元織元,Banshu-ori Weaver,兵庫,関西,アパレル・繊維,西脇の播州織織元,Nishiwaki Banshu-ori weaver,https://www.banshuori.com/,,,確認済み
hy030,丹波布 工房,Tamba-fu Atelier,兵庫,関西,アパレル・繊維,丹波布の伝統織,Tamba-fu textile tradition,https://kabura-tambanuno.com/,,,
na001,奈良筆 あかしや,Akashiya Nara Brush,奈良,関西,伝統工芸,奈良筆の老舗,Heritage Nara writing brush,https://www.akashiya-fude.co.jp/,,,確認済み
na002,奈良墨 古梅園,Kobaien Nara Sumi,奈良,関西,伝統工芸,奈良墨の老舗 (1577年創業),"Heritage Nara ink, est.1577",https://kobaien.jp/,,,確認済み
na003,奈良墨 錦光園,Kinkoen Nara Sumi,奈良,関西,伝統工芸,奈良墨の老舗,Heritage Nara ink maker,https://kinkoen.jp/,,,
na004,高山茶筌 谷村丹後,Tanimura Tango Chasen,奈良,関西,伝統工芸,高山茶筌の人間国宝家系,"Takayama chasen, Living Treasure",https://take-yamada.com/,,,確認済み
na005,高山茶筌 久保左文,Kubo Sabun Chasen,奈良,関西,伝統工芸,高山茶筌の伝統工房,Takayama chasen atelier,https://chasen.jp/,,,
na006,奈良漆器 樽井,Tarui Nara Lacquer,奈良,関西,伝統工芸,奈良漆器の伝統工房,Nara lacquerware atelier,,,,
na007,赤膚焼 大塩,Oshio Akahada-yaki,奈良,関西,硝子・陶磁器,赤膚焼の窯元,Akahada-yaki kiln,https://akahadayaki.thebase.in/,,,確認済み
na008,奈良一刀彫,Nara Ittobori,奈良,関西,木工・家具,奈良の伝統一刀彫,Nara traditional ittobori carving,https://www.hina-ningyou.com/,,,
na009,中川政七商店,Nakagawa Masashichi,奈良,関西,伝統工芸,奈良発、日本工芸セレクト,Nara-born craft selector,https://www.yu-nakagawa.co.jp/,,,確認済み
na010,奈良蚊帳 (麻織物),Nara Kaya Asa,奈良,関西,アパレル・繊維,奈良蚊帳・麻織物,Nara kaya hemp textile,https://www.maruyama-seni.co.jp/,,,
na011,奈良井麻織物協同組合,Narai Asa Coop,奈良,関西,アパレル・繊維,奈良晒の麻織物,Nara sarashi hemp textile,,,,
na012,三輪素麺 山本,Yamamoto Miwa Somen,奈良,関西,食品・調味料,三輪素麺の老舗,Heritage Miwa somen maker,https://www.miwayama.co.jp/,,,確認済み
na013,三輪素麺 池利,Ikeri Miwa Somen,奈良,関西,食品・調味料,三輪素麺の老舗,Heritage Miwa somen,https://www.ikeri.co.jp/,,,確認済み
na014,三輪素麺マル勝,Marukatsu Miwa Somen,奈良,関西,食品・調味料,三輪素麺の製麺,Miwa somen maker,https://miwa-takada.co.jp/,,,
na015,奈良漬 山崎屋,Yamazakiya Nara-zuke,奈良,関西,食品・調味料,奈良漬の老舗,Heritage Nara-zuke pickles,https://www.naraduke.co.jp/,,,確認済み
na016,今西清兵衛商店 (春鹿),Imanishi Brewery (Harushika),奈良,関西,酒造,奈良の春鹿蔵元,Nara brewer of Harushika,https://www.harushika.com/,,,確認済み
na017,梅乃宿酒造,Umenoyado Brewery,奈良,関西,酒造,葛城の地酒蔵,Katsuragi local sake brewer,https://www.umenoyado.com/,,,確認済み
na018,油長酒造 (風の森),Yucho Brewery (Kaze no Mori),奈良,関西,酒造,御所の風の森蔵元,Gose brewer of Kaze no Mori,https://www.yucho-sake.jp/,,,確認済み
na019,奈良大和茶 月ヶ瀬,Tsukigase Yamato Tea,奈良,関西,お茶,大和茶月ヶ瀬の老舗,Heritage Tsukigase Yamato tea,https://www.tukicha.com/,,,
na020,奈良吉野葛 井上天極堂,Inoue Tenkyokudo Kuzu,奈良,関西,食品・調味料,吉野本葛の老舗,Heritage Yoshino kuzu starch,https://www.kudzu.co.jp/,,,確認済み
wk001,南高梅 紀州梅干本舗,Kishu Umeboshi Honpo,和歌山,関西,食品・調味料,紀州南高梅の梅干し,Nanko plum umeboshi,https://www.ume-honpo.co.jp/,,,
wk002,中田食品 (なかたのうめぼし),Nakata Food Umeboshi,和歌山,関西,食品・調味料,紀州梅干の老舗,Heritage Kishu umeboshi maker,https://www.nakatafoods.co.jp/,,,確認済み
wk003,五代庵 (梅干し),Godaian Umeboshi,和歌山,関西,食品・調味料,南高梅の老舗,Heritage Nanko umeboshi,https://www.kishu-umeboshi.jp/,,,確認済み
wk005,紀州備長炭,Kishu Binchotan,和歌山,関西,その他工業製品,紀州備長炭の老舗,Heritage Kishu binchotan charcoal,https://www.bincho.jp/,,,
wk007,紀州漆器 山家漆器店,Yamaie Kishu Lacquer,和歌山,関西,伝統工芸,海南の紀州漆器,Kainan Kishu lacquerware,https://yamaga-shikki.ocnk.net/,,,
wk008,高野山金剛峯寺 御用達 香,Koyasan Incense Atelier,和歌山,関西,伝統工芸,高野山の香老舗,Koyasan heritage incense,https://www.koyasandaisido.jp/,,,
wk009,中野BC (梅酒),Nakano BC,和歌山,関西,酒造,紀州梅酒の中堅,Mid-size Kishu plum-wine maker,https://www.nakano-group.co.jp/,,,確認済み
wk010,九重雜賀 (雑賀),Saika Brewery,和歌山,関西,酒造,和歌山の食用酢・酒蔵,Wakayama vinegar & sake brewer,https://www.kunokuni.co.jp/,,,確認済み
wk011,世界一統,Sekai Itto,和歌山,関西,酒造,和歌山市の老舗酒蔵,Wakayama City heritage sake,https://www.sekaiitto.co.jp/,,,確認済み
wk012,湯浅醤油 角長,Kadocho Yuasa Shoyu,和歌山,関西,食品・調味料,湯浅醤油発祥の老舗,Yuasa soy sauce origin,https://www.kadocho.co.jp/,,,確認済み
wk013,丸新本家 (湯浅醤油・金山寺味噌),Marushin Honke,和歌山,関西,食品・調味料,湯浅醤油・金山寺味噌,Yuasa shoyu & kinzanji miso,https://www.marushinhonke.com/,,,確認済み
wk014,紀州蜜柑加工,Kishu Mikan Processing,和歌山,関西,食品・調味料,和歌山みかんの加工,Wakayama mikan processor,https://kishushokuhin.co.jp/,,,
wk015,観音山フルーツガーデン,Kannonyama Fruit,和歌山,関西,食品・調味料,和歌山の柑橘加工,Wakayama citrus processor,https://kannonyama.com/,,,確認済み
tt001,鳥取砂丘らっきょう,Tottori Dune Rakkyo,鳥取,中国,食品・調味料,砂丘らっきょうの加工,Sand dune rakkyo processor,http://torishoku.com/,,,
tt005,千代むすび酒造,Chiyo Musubi,鳥取,中国,酒造,境港の地酒蔵,Sakaiminato local sake,https://chiyomusubi.co.jp/,,,確認済み
tt006,諏訪酒造 (鳥取),Suwa Sake Tottori,鳥取,中国,酒造,鳥取の地酒蔵,Tottori local sake brewer,https://suwaizumi.jp/,,,
tt007,鳥取大山ハム,Daisen Ham,鳥取,中国,食品・調味料,大山の老舗ハム,Heritage Daisen ham,https://www.daisenham.co.jp/,,,確認済み
tt010,石谷精華堂,Utsubuki Dango,鳥取,中国,食品・調味料,倉吉の老舗団子,Kurayoshi heritage dango,,,,
tt011,中井窯,Nakai Kiln,鳥取,中国,硝子・陶磁器,牛ノ戸焼の窯元,Ushinoto-yaki kiln,https://nakaigama.jp/,,,
sh001,出雲そば 本田商店,Honda Izumo Soba,島根,中国,食品・調味料,出雲そばの老舗,Heritage Izumo soba maker,https://sobahonda.com/,,,
sh002,羽根屋出雲そば,Haneya Izumo Soba,島根,中国,食品・調味料,出雲そばの老舗,Heritage Izumo soba,https://www.haneyasoba.co.jp/,,,確認済み
sh003,国暉酒造,Kokki Brewery,島根,中国,酒造,松江の老舗酒蔵,Matsue heritage sake brewer,https://kokki.jp/,,,
sh004,李白酒造,Rihaku Brewery,島根,中国,酒造,松江の地酒、李白,Matsue brewer of Rihaku,https://www.rihaku.co.jp/,,,確認済み
sh005,日本海酒造 (環日本海),Nihonkai Brewery,島根,中国,酒造,浜田の地酒蔵,Hamada local sake brewer,https://kan-nihonkai.com/,,,
sh006,奥出雲酒造,Okuizumo Brewery,島根,中国,酒造,奥出雲の地酒,Okuizumo local sake,https://okuizumosyuzou.com/,,,
sh007,出雲ぜんざい 坂根屋,Sakaneya Zenzai,島根,中国,食品・調味料,出雲ぜんざいの老舗,Heritage Izumo zenzai,https://www.sakaneya.jp/,,,
sh009,石見銀山 群言堂,Gungendo Iwami,島根,中国,アパレル・繊維,石見銀山発の生活雑貨ブランド,Iwami Ginzan lifestyle brand,https://www.gungendo.co.jp/,,,確認済み
sh012,出雲和紙工房,Izumo Washi Atelier,島根,中国,和紙・紙製品,出雲の伝統和紙,Izumo traditional washi,https://izumomingeishi.com/,,,
ok003,備前焼 伊勢崎陽山,Isezaki Yozan,岡山,中国,硝子・陶磁器,備前焼の名陶,Famed Bizen potter,,,,
ok004,備前焼陶友会,Bizen Toyukai,岡山,中国,硝子・陶磁器,備前焼の作家組合,Bizen potter cooperative,https://touyuukai.jp/,,,
ok005,児島ジーンズ ベティスミス,Betty Smith Kojima Denim,岡山,中国,アパレル・繊維,児島ジーンズの老舗,Heritage Kojima denim,https://betty.co.jp/,,,確認済み
ok006,児島ジーンズ 桃太郎ジーンズ,Momotaro Jeans,岡山,中国,アパレル・繊維,児島の高級デニム,Kojima premium denim,https://www.momotarojeans.com/,,,確認済み
ok007,児島 ジャパンブルー,Japan Blue Jeans,岡山,中国,アパレル・繊維,児島デニムブランド,Kojima denim brand,https://www.japanblue-jeans.com/,,,確認済み
ok008,児島 ビッグジョン,Big John Kojima,岡山,中国,アパレル・繊維,児島の老舗デニム,Heritage Kojima denim,https://www.bigjohn.co.jp/,,,確認済み
ok009,児島 EVISU JEANS,Evisu Jeans Kojima,岡山,中国,アパレル・繊維,児島の世界的デニム,World-famous Kojima denim,https://www.evisu.com/,,,確認済み
ok010,大江洋服店（OOE YOFUKUTEN）,OOE Yofukuten,岡山,中国,アパレル・繊維,児島デニムの職人ブランド,Kojima artisan denim brand,,,,
ok011,きびだんご 廣榮堂,Koeido Kibidango,岡山,中国,食品・調味料,岡山きびだんごの老舗,Heritage Okayama kibidango,https://www.koeido.co.jp/,,,確認済み
ok012,つるの玉子,Tsuru no Tamago,岡山,中国,食品・調味料,岡山銘菓鶴の玉子,Okayama heritage tsuru no tamago,https://tsurunotamago.jp/,,,
ok014,宮下酒造,Miyashita Brewery,岡山,中国,酒造,岡山の地酒・地ビール蔵,Okayama craft beer & sake brewer,https://www.msb.co.jp/,,,確認済み
ok015,室町酒造,Muromachi Brewery,岡山,中国,酒造,赤磐の地酒蔵,Akaiwa local sake brewer,https://www.sake-okayama.com/,,,確認済み
ok016,丸本酒造,Marumoto Brewery,岡山,中国,酒造,浅口の竹林蔵元,Asakuchi brewer of Chikurin,https://www.chikurin.jp/,,,確認済み
ok018,倉敷帆布,Kurashiki Hanpu,岡山,中国,アパレル・繊維,倉敷の帆布鞄・バッグ,Kurashiki canvas bag maker,https://www.kurashiki-hanpu.co.jp/,,,確認済み
ok019,倉敷意匠計画室,Kurashiki Ishou,岡山,中国,伝統工芸,倉敷の生活雑貨,Kurashiki lifestyle goods,https://www.classiky.co.jp/,,,確認済み
hi001,熊野筆 白鳳堂,Hakuhodo Kumano Brush,広島,中国,化粧品,熊野筆の最高級化粧筆,Premium Kumano cosmetic brush,https://www.hakuhodo.jp/,,,確認済み
hi002,熊野筆 竹宝堂,Chikuhodo Kumano,広島,中国,化粧品,熊野化粧筆の老舗,Heritage Kumano cosmetic brush,https://www.chikuhodo.com/,,,確認済み
hi003,熊野筆 晃祐堂,Koyudo Kumano Brush,広島,中国,化粧品,熊野化粧筆メーカー,Kumano cosmetic brush maker,https://www.koyudo.co.jp/,,,確認済み
hi004,熊野筆 喜筆,Kihitsu Kumano Brush,広島,中国,化粧品,熊野筆の伝統工房,Kumano brush atelier,https://www.kihitsu.jp/,,,
hi005,熊野筆協同組合,Kumano Brush Coop,広島,中国,化粧品,熊野筆の組合,Kumano brush cooperative,https://www.kumanofude.or.jp/,,,
hi006,宮島工芸製作所 (杓子),Miyajima Shamoji,広島,中国,木工・家具,宮島杓子の老舗,Heritage Miyajima rice paddle,https://miyajima-shamoji.jp/,,,確認済み
hi007,もみじ饅頭 にしき堂,Nishikido Momiji Manju,広島,中国,食品・調味料,もみじ饅頭の老舗,Heritage Momiji Manju,https://nisikido.co.jp/,,,確認済み
hi008,もみじ饅頭 やまだ屋,Yamadaya Momiji,広島,中国,食品・調味料,宮島もみじ饅頭の老舗,Heritage Miyajima Momiji Manju,https://yamadaya.co.jp/,,,確認済み
hi009,もみじ饅頭 藤い屋,Fujiiya Momiji,広島,中国,食品・調味料,宮島のもみじ饅頭,Miyajima Momiji Manju,https://www.momiji.co.jp/,,,確認済み
hi010,オタフクソース,Otafuku Sauce,広島,中国,食品・調味料,広島お好み焼ソース,Hiroshima okonomiyaki sauce,https://www.otafuku.co.jp/,,,確認済み
hi013,白牡丹酒造,Hakubotan,広島,中国,酒造,西条の老舗酒蔵,Saijo heritage sake brewer,https://hakubotan.co.jp/,,,確認済み
hi014,賀茂泉酒造,Kamoizumi,広島,中国,酒造,西条の純米酒蔵,Saijo all-junmai brewer,https://www.kamoizumi.co.jp/,,,確認済み
hi015,亀齢酒造,Kirei Brewery,広島,中国,酒造,西条の老舗酒蔵,Saijo heritage sake brewer,https://www.kireinishu.jp/,,,確認済み
hi016,福美人酒造,Fukubijin Brewery,広島,中国,酒造,西条の地酒蔵,Saijo local sake brewer,https://www.fukubijin.co.jp/,,,
hi017,竹鶴酒造,Taketsuru Brewery,広島,中国,酒造,竹原の老舗酒蔵,Takehara heritage sake brewer,https://www.taketsuru.co.jp/,,,確認済み
yc001,萩焼 大屋窯,Oyo-gama Hagi,山口,中国,硝子・陶磁器,萩焼の窯元,Hagi-yaki kiln,https://oyogama.com/,,,確認済み
yc002,萩焼 坂倉新兵衛,Sakakura Shinbei Hagi,山口,中国,硝子・陶磁器,萩焼の名門,Famed Hagi-yaki lineage,https://www.sakakurashinbei.com/,,,確認済み
yc003,萩焼 三輪窯,Miwa Kiln Hagi,山口,中国,硝子・陶磁器,萩焼の人間国宝家系,"Hagi, Living National Treasure",https://miwagama.com/,,,確認済み
yc004,大屋窯,Oya Pottery Hagi,山口,中国,硝子・陶磁器,萩焼の中堅,Mid-size Hagi-yaki,,,,
yc005,獺祭 (旭酒造),Asahi Shuzo (Dassai),山口,中国,酒造,岩国の獺祭蔵元,Iwakuni brewer of Dassai,https://www.asahishuzo.ne.jp/,,,確認済み
yc006,雁木 (八百新酒造),Yaoshin Brewery (Gangi),山口,中国,酒造,岩国の地酒、雁木,Iwakuni brewer of Gangi,https://yaoshin.co.jp/,,,確認済み
yc007,五橋 (酒井酒造),Sakai Brewery (Gokyo),山口,中国,酒造,岩国の老舗酒蔵,Iwakuni heritage sake brewer,https://gokyo-sake.co.jp/,,,確認済み
yc009,林兼産業株式会社,Hayashikane Fugu,山口,中国,食品・調味料,下関のふぐ加工,Shimonoseki fugu processor,,,,
yc011,北九州ニッスイ 宇部工場,Ube Kamaboko,山口,中国,食品・調味料,宇部の老舗かまぼこ,Heritage Ube kamaboko,,,,
yc012,瓦そば たかせ,Takase Kawara Soba,山口,中国,食品・調味料,下関瓦そば老舗,Heritage Shimonoseki kawara soba,https://www.kawarasoba.jp/,,,
ts001,阿波藍染 古庄染工所,Furusho Awa Indigo,徳島,四国,アパレル・繊維,阿波藍染の老舗,Heritage Awa indigo dye,https://furushou.jp/,,,確認済み
ts002,阿波藍染 BUAISOU,BUAISOU Indigo,徳島,四国,アパレル・繊維,阿波藍染の若手職人ブランド,Young Awa indigo artisan brand,https://www.buaisou-i.com/,,,確認済み
ts003,阿波和紙 阿波和紙伝統産業会館,Awagami Factory,徳島,四国,和紙・紙製品,阿波和紙の老舗,Heritage Awa washi,https://www.awagami.jp/,,,確認済み
ts004,鳴門わかめ加工,Naruto Wakame,徳島,四国,食品・調味料,鳴門わかめの加工,Naruto wakame processor,,,,
ts005,徳島すだち加工 松浦酒造,Tokushima Sudachi Sake,徳島,四国,酒造,すだちリキュール,Sudachi citrus liqueur,https://narutotai.jp/,,,
ts007,日新酒類,Nisshin Shurui,徳島,四国,酒造,徳島の地酒・リキュール,Tokushima sake & liqueur,https://www.nissin-shurui.co.jp/,,,
ts008,本家松浦酒造場,Matsuura Brewery (Narutotai),徳島,四国,酒造,鳴門鯛ブランドの蔵元,Brewer of Narutotai,https://www.narutotai.jp/,,,確認済み
ts009,芳水酒造 (徳島),Hosui Brewery,徳島,四国,酒造,三好の地酒蔵,Miyoshi local sake brewer,https://housui.com/,,,
ts010,和三盆 岡田製糖所,Okada Wasanbon,徳島,四国,食品・調味料,和三盆糖の老舗,Heritage wasanbon sugar maker,https://wasanbon.co.jp/,,,確認済み
ts012,徳島電子部品,Tokushima Electronic Parts,徳島,四国,電子部品,徳島の電子部品,Tokushima electronic parts,https://www.toku-den.com/,,,
kg001,讃岐うどん 山田家,Yamadaya Sanuki Udon,香川,四国,食品・調味料,讃岐うどんの老舗,Heritage Sanuki udon,https://yamada-ya.com/,,,確認済み
kg002,讃岐うどん 川福,Kawafuku Udon,香川,四国,食品・調味料,高松うどん老舗,Heritage Takamatsu udon,http://www.kawafuku.co.jp/,,,
kg003,讃岐うどん 石丸製麺,Ishimaru Seimen,香川,四国,食品・調味料,讃岐うどん製麺の老舗,Heritage Sanuki udon noodle maker,https://ishimaru-seimen.co.jp/,,,確認済み
kg004,丸亀うちわ 三谷,Mitani Marugame Uchiwa,香川,四国,伝統工芸,丸亀うちわの老舗,Heritage Marugame uchiwa,,,,
kg005,丸亀うちわ協同組合,Marugame Uchiwa Coop,香川,四国,伝統工芸,丸亀うちわの組合,Marugame uchiwa cooperative,https://www.marugameuchiwa.jp/,,,確認済み
kg007,小豆島 ヤマロク醤油,Yamaroku Soy Sauce,香川,四国,食品・調味料,小豆島の木桶醤油老舗,Shodoshima wooden-vat soy heritage,https://yama-roku.net/,,,確認済み
kg008,小豆島 マルキン醤油,Marukin Shoyu,香川,四国,食品・調味料,小豆島醤油の老舗,Heritage Shodoshima soy sauce,https://www.marukin-shoyu.com/,,,確認済み
kg009,小豆島オリーブ園,Shodoshima Olive Garden,香川,四国,食品・調味料,小豆島のオリーブ油,Shodoshima olive oil,https://shodoshima.or.jp/,,,確認済み
kg010,金陵 (西野金陵),Nishino Kinryo Brewery,香川,四国,酒造,金毘羅の老舗酒蔵,Konpira heritage sake brewer,https://kotobukinishino.com/,,,確認済み
kg011,川鶴酒造,Kawatsuru Brewery,香川,四国,酒造,観音寺の地酒蔵,Kanonji local sake brewer,https://kawatsuru.com/,,,確認済み
kg012,高松盆栽 (鬼無),Kinashi Bonsai,香川,四国,伝統工芸,鬼無の松盆栽,Kinashi pine bonsai,https://kinashibonsai.com/,,,確認済み
kg013,讃岐かがり手まり,Sanuki Temari,香川,四国,伝統工芸,讃岐かがり手まりの伝統工芸,Sanuki temari ball craft,,,,
kg014,骨付鳥 一鶴,Ikkaku Honetsuki Dori,香川,四国,食品・調味料,丸亀の骨付鳥老舗,Heritage Marugame honetsuki,https://www.ikkaku.co.jp/,,,確認済み
eh001,今治タオル コンテックス,Kontex Imabari Towel,愛媛,四国,アパレル・繊維,今治タオルの代表,Representative Imabari towel,https://www.kontex.co.jp/,,,確認済み
eh002,今治タオル 池内オーガニック,Ikeuchi Organic,愛媛,四国,アパレル・繊維,今治オーガニックタオル,Imabari organic towel,https://www.ikeuchi.org/,,,確認済み
eh003,今治タオル 楠橋紋織,Kusubashi Monori,愛媛,四国,アパレル・繊維,今治紋織タオル,Imabari monori towel,https://kusu-mon.com/,,,確認済み
eh005,今治タオル工業組合,Imabari Towel Coop,愛媛,四国,アパレル・繊維,今治タオルの組合,Imabari towel cooperative,https://www.itoweb.com/,,,確認済み
eh006,砥部焼 梅山窯,Baizan Tobeyaki,愛媛,四国,硝子・陶磁器,砥部焼の老舗窯元,Heritage Tobe-yaki kiln,https://www.tobeyaki.co.jp/,,,確認済み
eh007,砥部焼 中田窯,Nakata Tobe Kiln,愛媛,四国,硝子・陶磁器,砥部焼の窯元,Tobe-yaki kiln,,,,
eh008,伊予柑加工 ポンジュース系列,Iyokan Processor Ehime,愛媛,四国,食品・調味料,愛媛みかんの加工OEM,Ehime mikan OEM,,,,
eh009,霧の森 茶加工,Kirinomori Matcha,愛媛,四国,お茶,愛媛新宮村の抹茶加工,Shingu-mura matcha processor,https://kirinomori.co.jp/,,,確認済み
eh010,梅錦酒造,Umenishiki Brewery,愛媛,四国,酒造,四国中央の梅錦蔵元,Shikoku-Chuo brewer of Umenishiki,https://www.umenishiki.com/,,,確認済み
eh011,石鎚酒造,Ishizuchi Brewery,愛媛,四国,酒造,西条の地酒蔵,Saijo local sake brewer,https://www.ishizuchi.co.jp/,,,確認済み
eh012,水口酒造 (道後ビール),Mizuguchi Brewery (Dogo Beer),愛媛,四国,酒造,道後温泉の地ビール,Dogo Onsen craft beer,https://www.dogobeer.co.jp/,,,確認済み
eh013,大三島 みかん加工,Omishima Mikan,愛媛,四国,食品・調味料,大三島のみかん加工,Omishima mikan processor,https://keisho-farm.sakura.ne.jp/,,,
eh014,五十崎和紙,Ikazaki Washi,愛媛,四国,和紙・紙製品,内子の伝統大洲和紙,Uchiko Ozu washi tradition,https://www.ikazaki.jp/,,,
eh015,内子手すき和紙,Uchiko Tesuki Washi,愛媛,四国,和紙・紙製品,内子の手すき和紙,Uchiko handmade washi,https://tenjinsanshi.wixsite.com/uchiko,,,
kc001,土佐和紙 ロギール アウテンボーガルト,Rogier Toh Washi,高知,四国,和紙・紙製品,土佐和紙の海外職人,Tosa washi international artisan,https://kamikoya-washi.com/,,,確認済み
kc003,土佐打刃物 トヨクニ,Toyokuni Tosa Hamono,高知,四国,刃物・金物,土佐打刃物の老舗,Heritage Tosa cutlery,https://www.toyokuni.net/,,,確認済み
kc004,黒鳥鍛造工場,Kurotori Denkichi,高知,四国,刃物・金物,土佐打刃物の鍛冶,Tosa blade smithy,,,,
kc005,司牡丹酒造,Tsukasa Botan,高知,四国,酒造,佐川の老舗酒蔵,Sakawa heritage sake brewer,https://www.tsukasabotan.co.jp/,,,確認済み
kc006,無手無冠 (栗焼酎),Mutemuka,高知,四国,酒造,四万十栗焼酎,Shimanto chestnut shochu,https://www.mutemuka.com/,,,確認済み
kc007,高知ゆず加工 馬路村,Umaji Village Yuzu,高知,四国,食品・調味料,馬路村ゆずの加工,Umaji village yuzu products,https://umajimura.jp/,,,確認済み
kc008,高知ゆず ぽん酢 旭フレッシュ,Asahi Yuzu Ponzu,高知,四国,食品・調味料,高知ゆずぽん酢,Kochi yuzu ponzu maker,https://www.asahi-fresh.jp/,,,
kc009,土佐文旦加工,Tosa Buntan Processor,高知,四国,食品・調味料,土佐文旦の加工,Tosa buntan citrus processor,,,,
fo001,博多織 西村織物,Nishimura Hakata-ori,福岡,九州,アパレル・繊維,博多織の老舗,Heritage Hakata-ori weaver,https://www.nishimuraori.com/,,,確認済み
fo003,博多人形 中村,Nakamura Hakata Doll,福岡,九州,伝統工芸,博多人形の伝統工房,Hakata doll atelier,https://nakamura-ningyo.com/,,,確認済み
fo004,博多曲物 柴田玉樹,Shibata Hakata Magemono,福岡,九州,木工・家具,博多曲物の老舗,Heritage Hakata magemono,https://magemono.com/,,,
fo005,明月堂 (博多通りもん),Meigetsudo Tōrimon,福岡,九州,食品・調味料,博多通りもんの老舗,Heritage Hakata Tōrimon,https://www.meigetsudo.co.jp/,,,確認済み
fo006,ひよ子本舗吉野堂,Yoshinodo Hiyoko,福岡,九州,食品・調味料,ひよ子饅頭の老舗,Heritage Hiyoko sweet,https://www.hiyoko.co.jp/,,,確認済み
fo007,如水庵,Josuian,福岡,九州,食品・調味料,博多和菓子の老舗,Heritage Hakata wagashi,https://josuian.jp/,,,確認済み
fo008,福岡 椒房庵 (久原本家),Kubara Honke Saiboan,福岡,九州,食品・調味料,あごだしの老舗,Heritage flying-fish dashi,https://www.kubara.jp/,,,確認済み
fo009,福岡 茅乃舎 (久原),Kayanoya,福岡,九州,食品・調味料,茅乃舎だしブランド,Kayanoya dashi brand,https://www.kayanoya.com/,,,確認済み
fo010,福さ屋 辛子明太子,Fukusaya Mentaiko,福岡,九州,食品・調味料,博多辛子明太子,Hakata spicy cod roe maker,https://www.fukusaya.co.jp/,,,確認済み
fo011,ふくや 明太子,Fukuya Mentaiko,福岡,九州,食品・調味料,明太子発祥の老舗,Heritage origin of mentaiko,https://www.fukuya.com/,,,確認済み
fo012,やまや (明太子),Yamaya Mentaiko,福岡,九州,食品・調味料,福岡明太子の中堅,Mid-size Fukuoka mentaiko,https://www.yamaya.com/,,,確認済み
fo014,小石原焼 早川窯,Hayakawa Koishiwara,福岡,九州,硝子・陶磁器,小石原焼の窯元,Koishiwara-yaki kiln,https://hayakawa-toubou.com/,,,確認済み
fo016,久留米絣 池田絣工房,Ikeda Kurume Kasuri,福岡,九州,アパレル・繊維,久留米絣の老舗,Heritage Kurume kasuri,https://www.ikeda-kasuri.jp/,,,確認済み
fo017,久留米絣 下川織物,Shimokawa Kurume,福岡,九州,アパレル・繊維,久留米絣の織元,Kurume kasuri weaver,https://shimokawaorimono.com/,,,確認済み
fo018,博多曲物 柴田徳商店,Shibata Toku Magemono,福岡,九州,木工・家具,博多曲物の伝統工房,Hakata magemono atelier,https://www.shibatatokushouten.com/,,,
fo019,喜多屋 (酒造),Kitaya Brewery,福岡,九州,酒造,八女の喜多屋蔵元,Yame brewer of Kitaya,https://www.kitaya.co.jp/,,,確認済み
